iter	MultiClass
332	0.005753786589
333	0.005731210513
334	0.005719652846
335	0.005706317998
336	0.005688812719
337	0.005671782854
338	0.005644604267
339	0.005625642434
340	0.005604218211
341	0.005587551254
342	0.005574256391
343	0.005556271198
344	0.005537811705
345	0.005522099261
346	0.005509720552
347	0.005487329638
348	0.005470262278
349	0.005449757738
350	0.005432192999
351	0.005414769493
352	0.005405053416
353	0.005389288628
354	0.005374886304
355	0.005359314696
356	0.005343567851
357	0.005332821558
358	0.005317223038
359	0.005298967706
360	0.005287161734
361	0.005274478378
362	0.005254739104
363	0.005237436207
364	0.00522217037
365	0.005211530047
366	0.005198362829
367	0.005179983934
368	0.005160398917
369	0.005144602001
370	0.005125475997
371	0.005099629766
372	0.005089648728
373	0.005070007537
374	0.005058275425
375	0.005045425483
376	0.005031131271
377	0.005020958469
378	0.00500951218
379	0.004993560927
380	0.004976770333
381	0.004966408037
382	0.004946756957
383	0.00493227764
384	0.004915988592
385	0.00490590157
386	0.004885512551
387	0.004876026996
388	0.004863255016
389	0.004846283464
390	0.004833536971
391	0.004820511104
392	0.004802428865
393	0.004787811407
394	0.004770923512
395	0.004761510541
396	0.004748728117
397	0.004733376844
398	0.004721838364
399	0.004703736818
400	0.004691391009
401	0.004677534921
402	0.00466551713
403	0.004651817727
404	0.004643934721
405	0.004631408724
406	0.004618634611
407	0.004610434132
408	0.004603151008
409	0.004592016366
410	0.004583770488
411	0.004569685277
412	0.004557098455
413	0.004543031988
414	0.004530577749
415	0.004521265426
416	0.004509040451
417	0.004486067142
418	0.004476783921
419	0.004469837947
420	0.004454618808
421	0.004440916724
422	0.004431492586
423	0.004423074423
424	0.004411222551
425	0.004402819127
426	0.004388893623
427	0.004370485989
428	0.004360118337
429	0.004350156878
430	0.004343883305
431	0.004335142891
432	0.004324228875
433	0.004314194948
434	0.004304241927
435	0.004294062959
436	0.004285853523
437	0.004277627656
438	0.004268864508
439	0.004258998896
440	0.004250900629
441	0.004242437329
442	0.004226990402
443	0.004220676743
444	0.004210504481
445	0.004200828075
446	0.004185270029
447	0.004171368444
448	0.004162443
449	0.004153126177
450	0.004139516965
451	0.004129147784
452	0.00411796799
453	0.004102841522
454	0.004096849933
455	0.004089353575
456	0.004083264549
457	0.004069719501
458	0.004057485761
459	0.004050357199
460	0.004038785043
461	0.004033395662
462	0.004021886516
463	0.004014039487
464	0.00400666033
465	0.003999965309
466	0.003991164316
467	0.003983054498
468	0.003971369885
469	0.003964501698
470	0.003956689028
471	0.003949494544
472	0.003943125593
473	0.003935414711
474	0.003928305475
475	0.003919056305
476	0.003910500662
477	0.003900054307
478	0.003892699478
479	0.003877935123
480	0.003869150524
481	0.003859716577
482	0.003850940632
483	0.003843644125
484	0.003837785442
485	0.003830968409
486	0.003820890635
487	0.003814383186
488	0.003808658283
489	0.003800623075
490	0.003790323832
491	0.003782328151
492	0.003775314293
493	0.003766568171
494	0.003753137463
495	0.003747054236
496	0.003736733706
497	0.003732581182
498	0.003727119361
499	0.003716401169
500	0.003710455226
501	0.003702083536
502	0.003696068065
503	0.003686906261
504	0.003680080758
505	0.00367101421
506	0.003665797389
507	0.003659697208
508	0.003653094445
509	0.003647101459
510	0.003640296584
511	0.0036315175
512	0.003624691066
513	0.003619703289
514	0.003615984503
515	0.003607226099
516	0.003597956959
517	0.003584543585
518	0.00357479397
519	0.003569658326
520	0.003559466535
521	0.003552840996
522	0.003547733461
523	0.00354280288
524	0.003532526716
525	0.003525327274
526	0.00351891098
527	0.003512341476
528	0.003505899964
529	0.003499871407
530	0.003495095863
531	0.003489965363
532	0.003484025383
533	0.00347685622
534	0.003472115124
535	0.003467620881
536	0.003458080213
537	0.003452180568
538	0.003444858032
539	0.003438337331
540	0.003430157201
541	0.003425239903
542	0.003420860372
543	0.003415053325
544	0.003410936236
545	0.003404003265
546	0.003397454948
547	0.003390739439
548	0.003382455055
549	0.003373859326
550	0.00336883635
551	0.003363395653
552	0.003354780322
553	0.00334940086
554	0.003339400563
555	0.00333473674
556	0.003328603131
557	0.00332105724
558	0.00331399992
559	0.003308816436
560	0.003302079846
561	0.003294176272
562	0.0032894189
563	0.003285470905
564	0.003281034359
565	0.003277168591
566	0.003270596102
567	0.003265629626
568	0.00326037714
569	0.003254580779
570	0.003247831974
571	0.003241988083
572	0.003234582966
573	0.003229407805
574	0.003222615191
575	0.003217566895
576	0.00321302939
577	0.003203047729
578	0.003198747512
579	0.003194434838
580	0.003190310193
581	0.003185165288
582	0.003179315054
583	0.003174274352
584	0.003167676557
585	0.003161454792
586	0.003154593883
587	0.003147495222
588	0.00313977481
589	0.003134487148
590	0.003130286849
591	0.003125527544
592	0.003117965825
593	0.003114430813
594	0.003107785013
595	0.003101178016
596	0.00309568163
597	0.003091035726
598	0.003087744668
599	0.003081154031
600	0.00307800256
601	0.003073176205
602	0.003070034536
603	0.003066147358
604	0.003061022524
605	0.003055948707
606	0.003050949085
607	0.003047281288
608	0.003041944609
609	0.003038242856
610	0.003032797856
611	0.003028052919
612	0.003023313569
613	0.003018754945
614	0.003014841515
615	0.003010924147
616	0.003005825926
617	0.003001058794
618	0.002996436712
619	0.002991514028
620	0.002987673086
621	0.002984813031
622	0.002981304162
623	0.00297626299
624	0.002971565093
625	0.002965693879
626	0.002960236186
627	0.002957388543
628	0.00295399297
629	0.002950313372
630	0.002946617295
631	0.002941531139
632	0.002936760056
633	0.00293241566
634	0.002928091006
635	0.002923676555
636	0.002920797216
637	0.002916953324
638	0.002912082242
639	0.002907491639
640	0.002902724944
641	0.002898912358
642	0.002895916507
643	0.002892133537
644	0.002887670449
645	0.002881416712
646	0.002877970823
647	0.002871771415
648	0.002867402824
649	0.002863513263
650	0.002858452497
651	0.002854741471
652	0.002852168715
653	0.002848863674
654	0.002842884508
655	0.002838985883
656	0.002835449023
657	0.002830456096
658	0.002826902488
659	0.002823143694
660	0.002819388931
661	0.002814861852
662	0.002810899492
663	0.002805594574
664	0.002801335214
665	0.002796428082
666	0.002793136289
667	0.002786651335
668	0.002783724282
669	0.002779180939
670	0.002775301908
671	0.002772454145
672	0.002768415671
673	0.002762891002
674	0.002759141198
675	0.002755848319
676	0.002750546325
677	0.002747859316
678	0.002744648567
679	0.00273594958
680	0.002732325435
681	0.002729236491
682	0.002725459371
683	0.002720177358
684	0.002715463232
685	0.002711491455
686	0.00270839096
687	0.002704247228
688	0.002699837422
689	0.002697437118
690	0.002692422314
691	0.002689077244
692	0.0026856485
693	0.002680419043
694	0.002677118104
695	0.002673560395
696	0.002671155102
697	0.002664526774
698	0.002660234715
699	0.002655814005
700	0.002652524789
701	0.002648570383
702	0.002645306048
703	0.002641706914
704	0.002636690137
705	0.002630468478
706	0.002627949763
707	0.00262342071
708	0.002620247641
709	0.002616663271
710	0.00261191944
711	0.002606088278
712	0.002600449237
713	0.002597577005
714	0.002591962333
715	0.002588616744
716	0.002583288998
717	0.002578816975
718	0.002574565958
719	0.00257096921
720	0.002568084646
721	0.002565436097
722	0.002560354145
723	0.002557541145
724	0.002552994913
725	0.00255052677
726	0.002548260545
727	0.002545864816
728	0.002543117762
729	0.002540356473
730	0.002537360067
731	0.002533035563
732	0.002529870366
733	0.002526640793
734	0.002521817927
735	0.002519394187
736	0.002516761606
737	0.002512140303
738	0.002509406977
739	0.002503994911
740	0.002498931409
741	0.002495137922
742	0.002492286162
743	0.002488925224
744	0.002485629447
745	0.002481690021
746	0.002478573168
747	0.002475346173
748	0.002473103535
749	0.002470923789
