iter	MultiClass
0	0.9215344829
1	0.7831675356
2	0.6093019015
3	0.5573759679
4	0.5046572788
5	0.4443897617
6	0.4033105593
7	0.3606662713
8	0.3304810297
9	0.3003206019
10	0.2837344813
11	0.2621756122
12	0.2472958858
13	0.2350516976
14	0.2178317081
15	0.199261345
16	0.1807430463
17	0.1707183223
18	0.1634809807
19	0.1546753842
20	0.1477736683
21	0.1420997669
22	0.1375589136
23	0.1320925965
24	0.1266870073
25	0.1145948952
26	0.1060408112
27	0.1020262811
28	0.09605992644
29	0.09328897021
30	0.08923694021
31	0.08518294583
32	0.08234746433
33	0.07976205887
34	0.07551247762
35	0.07292141888
36	0.07024250722
37	0.06796799682
38	0.06550232702
39	0.06359134239
40	0.06240707755
41	0.06035114752
42	0.05808450789
43	0.05640847104
44	0.05543253679
45	0.05442141171
46	0.05351330524
47	0.05212325298
48	0.05104361468
49	0.04891657863
50	0.04708385843
51	0.04620527261
52	0.04525841976
53	0.04437234653
54	0.04350484104
55	0.04290461694
56	0.04197156587
57	0.0411945837
58	0.04038326929
59	0.0393910415
60	0.03891661515
61	0.03824477619
62	0.03775887013
63	0.03694283028
64	0.03628975544
65	0.03569371749
66	0.03515263204
67	0.03438605769
68	0.03396482918
69	0.03335505914
70	0.03298886497
71	0.03240848147
72	0.0320263915
73	0.03132432781
74	0.03089599601
75	0.03047962917
76	0.02987739369
77	0.02957971972
78	0.02912533502
79	0.02859358203
80	0.02795462024
81	0.02756891966
82	0.02710650859
83	0.02667563103
84	0.0263191702
85	0.02599588582
86	0.0256792369
87	0.02523455878
88	0.0248182615
89	0.02450689121
90	0.02425797472
91	0.02391539565
92	0.02366990754
93	0.02341305392
94	0.02305632724
95	0.02275568878
96	0.02222075078
97	0.02201699706
98	0.02181027924
99	0.02160125501
100	0.02138527285
101	0.0211213975
102	0.020880536
103	0.02066327068
104	0.0203768391
105	0.02023709384
106	0.02000235445
107	0.01972105701
108	0.01951215504
109	0.01933339287
110	0.01919447648
111	0.01902601052
112	0.01885648516
113	0.01866559193
114	0.01847477179
115	0.01831789493
116	0.01816178277
117	0.01794179628
118	0.01777942135
119	0.01755093889
120	0.01726402242
121	0.0171048946
122	0.01696548935
123	0.01684040484
124	0.01664464013
125	0.01646716429
126	0.01637032662
127	0.01624050041
128	0.0161334195
129	0.01601708644
130	0.01592368229
131	0.01582129581
132	0.01572358869
133	0.01560437876
134	0.01550804509
135	0.01539122824
136	0.01524108707
137	0.01510924274
138	0.01499375957
139	0.01485883296
140	0.01475528672
141	0.01457109799
142	0.01445021846
143	0.01434571208
144	0.0142207581
145	0.01416281986
146	0.01404584677
147	0.01397289424
148	0.01387921431
149	0.0137905514
150	0.0136576204
151	0.01357978625
152	0.0135119126
153	0.01343116369
154	0.01334725432
155	0.01325772027
156	0.01318372497
157	0.01310770035
158	0.01297680208
159	0.01290391042
160	0.01281967457
161	0.012746737
162	0.01263960859
163	0.01255945122
164	0.01248072402
165	0.0124175714
166	0.01235888369
167	0.01227311128
168	0.01221835251
169	0.01213043612
170	0.01205694876
171	0.01198032954
172	0.01188280374
173	0.01179094128
174	0.01170054824
175	0.01160546051
176	0.01154770982
177	0.01147120593
178	0.0114276889
179	0.01137800606
180	0.01129206221
181	0.01120481093
182	0.01115979811
183	0.01109000332
184	0.01102835613
185	0.01097427889
186	0.01091283711
187	0.01084187924
188	0.01076869085
189	0.01070472392
190	0.01063967727
191	0.01054322896
192	0.01049424483
193	0.01044359558
194	0.01038164575
195	0.01034391562
196	0.01025919839
197	0.0102243477
198	0.01017611786
199	0.01012646255
200	0.010030428
201	0.009958167624
202	0.009921574138
203	0.009853247983
204	0.009802542773
205	0.009721182166
206	0.009669708982
207	0.009600297476
208	0.009560378623
209	0.00949032092
210	0.009452555217
211	0.00940468354
212	0.009357990797
213	0.00931905838
214	0.009289107338
215	0.009220476071
216	0.009160130514
217	0.00911803465
218	0.009050167873
219	0.008991151819
220	0.00891959091
221	0.008890484867
222	0.008824632387
223	0.008779818179
224	0.008726733943
225	0.008692432987
226	0.008639628125
227	0.008596428294
228	0.008563556886
229	0.008535950742
230	0.008507327448
231	0.008476033619
232	0.008421044191
233	0.008377694595
234	0.008341705984
235	0.008287834772
236	0.008241658677
237	0.00820629431
238	0.008166794237
239	0.008144929237
240	0.008086295258
241	0.008047644477
242	0.008022652332
243	0.007988990897
244	0.007964936375
245	0.007929181754
246	0.007894986486
247	0.007859470817
248	0.007818771793
249	0.007786430238
250	0.007764986302
251	0.007742399422
252	0.007713869496
253	0.007688169305
254	0.007630545896
255	0.007603051309
256	0.007582554359
257	0.007551780837
258	0.007530824601
259	0.007495249497
260	0.007466203149
261	0.00745056452
262	0.007416767441
263	0.007383455446
264	0.007354797133
265	0.007325954626
266	0.007283016578
267	0.007248165076
268	0.007191226797
269	0.007154374099
270	0.007123884859
271	0.007100811631
272	0.007071361504
273	0.00704595408
274	0.007002134437
275	0.006963539637
276	0.006939134504
277	0.006915727531
278	0.006896796382
279	0.006875835662
280	0.00685666934
281	0.00682286525
282	0.006797516444
283	0.006767066012
284	0.006747792502
285	0.006724971025
286	0.006707660601
287	0.006683235611
288	0.006656703912
289	0.00662931809
290	0.006609131725
291	0.006583725496
292	0.006560696133
293	0.006542308806
294	0.006527840155
295	0.00650820433
296	0.006482943613
297	0.006458156748
298	0.006439084116
299	0.006408643538
300	0.006387274669
301	0.006366455807
302	0.006347407177
303	0.006329154768
304	0.00631038817
305	0.00627676498
306	0.006253630122
307	0.006233840326
308	0.006212861053
309	0.006196350476
310	0.006177962491
311	0.006155777891
312	0.006137113104
313	0.006113143296
314	0.00609911411
315	0.006073402556
316	0.006055590662
317	0.006031668392
318	0.006017361735
319	0.006002462648
320	0.005979072672
321	0.005945965754
322	0.005929825799
323	0.005913326639
324	0.005893654569
325	0.005875891488
326	0.00585755323
327	0.005846474773
328	0.005831126867
329	0.005810221931
330	0.005789764014
331	0.005778949995
